Company,Email,Phone,Address,City,State,SubNiche,Urgency,Score,Website,Metro,Created
MD Talent Search,info@mdtalentsearch.com,(405) 512-1787,"19700 Filly Dr, Edmond, OK 73012, USA",Oklahoma City,OK,HR & Staffing,8,80,http://www.mdtalentsearch.com/,Oklahoma City,2026-06-15
"edOpp Solutions, LLC",contact@edoppsolutions.com,(832) 429-7049,"5450 NW Central Dr #309, Houston, TX 77092, USA",Houston,TX,HR & Staffing,8,80,http://www.edopplearning.com/,Houston,2026-06-15
AmeriResource Group,info@ameriresource.com,(405) 842-5900,"4334 Northwest Expy #100, Oklahoma City, OK 73116, USA",Oklahoma City,OK,HR & Staffing,8,85,http://www.ameriresource.com/,Oklahoma City,2026-06-15
Robert Half Recruiters & Employment Agency,sample@test.com,(405) 546-1186,"3817 Northwest Expy Suite 790, Oklahoma City, OK 73112, USA",Oklahoma City,OK,HR & Staffing,8,85,https://www.roberthalf.com/us/en/locations/ok-oklahoma-city/3817-nw-expressway?utm_source=gmb_listing&utm_medium=organic&utm_campaign=local_listing,Oklahoma City,2026-06-15
Accord Human Resources,info@spirithr.com,(405) 232-9888,"210 Park Ave Ste 1200, Oklahoma City, OK 73102, USA",Oklahoma City,OK,HR & Staffing,8,80,http://www.spirithr.com/,Oklahoma City,2026-06-15
Career Development Partners,office@cdpartnersinc.com,(918) 293-0500,"3030 Northwest Expy suite 200, Oklahoma City, OK 73112, USA",Oklahoma City,OK,HR & Staffing,8,80,http://www.careerdevelopmentpartners.com/,Oklahoma City,2026-06-15
Mosaic Personnel,info@mosaicpersonnel.com,(405) 858-8800,"11600 Broadway Ext #180, Oklahoma City, OK 73114, USA",Oklahoma City,OK,HR & Staffing,8,85,http://mosaicpersonnel.com/,Oklahoma City,2026-06-15
Premier Solutions,your@email.com,(405) 948-4050,"5623 N Western Ave Ste B, Oklahoma City, OK 73118, USA",Oklahoma City,OK,HR & Staffing,8,85,http://premiersolutionsinc.net/,Oklahoma City,2026-06-15
Accent Staffing,njobs@accentstaffing.com,(918) 622-2244,"3747 S Harvard Ave B, Tulsa, OK 74135, USA",Tulsa,OK,HR & Staffing,8,85,http://accentstaffing.com/,Tulsa,2026-06-15
"Merillat Consulting, LLC",team@latofonts.com,(918) 359-6729,"108 W Dallas St #13, Broken Arrow, OK 74012, USA",Tulsa,OK,HR & Staffing,8,85,https://www.merillatconsulting.com/,Tulsa,2026-06-15
Thrive PEO,thrive@thrivepeo.com,(918) 794-2200,"2642 E 21st St Suite 170, Tulsa, OK 74114, USA",Tulsa,OK,HR & Staffing,8,85,https://www.thrivepeo.com/,Tulsa,2026-06-15
Employers One Source Group Inc,eosg@eosg.com,(281) 492-9292,"1260 Pin Oak Rd #102, Katy, TX 77494, USA",Houston,TX,HR & Staffing,8,85,http://www.eosg.com/,Houston,2026-06-15
Workforce Solutions - Northline,webmaster@h-gac.com,(713) 692-7755,"4424 North Fwy Suite A, Houston, TX 77022, USA",Houston,TX,HR & Staffing,8,85,https://www.wrksolutions.com/find-a-career-office,Houston,2026-06-15
HR Value,royfarrell@4hrv.com,(614) 266-5926,"1010 E 20th St, Tulsa, OK 74120, USA",Tulsa,OK,HR & Staffing,8,80,http://www.4hrv.com/contact.htm,Tulsa,2026-06-15
St Bull Staffing LLC,tracy@stbullstaffing.com,(816) 756-3233,"2713 Cherry St, Kansas City, MO 64108, USA",Kansas City,MO,HR & Staffing,8,85,https://www.stbullcashandstaff.com/,Kansas City,2026-06-15
Elite Staff LLC,info@elitestaffkc.com,(913) 384-4499,"1423 Southwest Blvd, Kansas City, KS 66103, USA",Kansas City,MO,HR & Staffing,8,85,https://www.elitestaffkc.com/,Kansas City,2026-06-15
Kruse & Associates Inc,info@kruseassoc.com,(918) 251-5982,"8596 E 101st St S H, Tulsa, OK 74133, USA",Tulsa,OK,HR & Staffing,8,80,http://kruseassoc.com/,Tulsa,2026-06-15
Staffmark,askhr@staffmarkgroup.com,(816) 531-9550,"1300 NW Briarcliff Pkwy #130, Kansas City, MO 64116, USA",Kansas City,MO,HR & Staffing,8,85,https://staffmark.com/find-an-office/,Kansas City,2026-06-15
HR-Rethought,info@hr-rethought.com,(913) 424-3190,"9415 Nall Ave, Prairie Village, KS 66207, USA",Kansas City,MO,HR & Staffing,8,80,http://www.hr-rethought.com/,Kansas City,2026-06-15
Image Staffing,bclifton@imagestaffingkc.com,(816) 470-9060,"1100 Main St #1945, Kansas City, MO 64105, USA",Kansas City,MO,HR & Staffing,8,85,http://imagestaffingkc.com/,Kansas City,2026-06-15
"Affiliated HR & Payroll Services: Payroll, Human Resources & HCM Solutions",info@affiliatedpayroll.com,(281) 491-1400,"4655 Techniplex Dr Ste #100, Stafford, TX 77477, USA",Houston,TX,HR & Staffing,8,85,http://www.affiliatedhrpayroll.com/,Houston,2026-06-15
Birdie,chosen-sprite@2x.png,(303) 763-1616,"1800 Wazee St Ste 300, Denver, CO 80202, USA",Denver,CO,HR & Staffing,8,85,https://hrbirdie.com/,Denver,2026-06-15
Iridium Consulting Company,info@iridiumconsultingcompany.com,(720) 414-3139,"1800 Logan St, Denver, CO 80203, USA",Denver,CO,HR & Staffing,8,85,http://www.iridiumconsultingcompany.com/,Denver,2026-06-15
Tributary Staffing,contact@tributarystaffing.com,(720) 676-0000,"1245 E Colfax Ave #205, Denver, CO 80218, USA",Denver,CO,HR & Staffing,8,80,https://tributarystaffing.com/,Denver,2026-06-15
Frontline Source Group,corporate@frtline.com,(720) 855-7000,"1512 Larimer St #750, Denver, CO 80202, USA",Denver,CO,HR & Staffing,8,85,https://www.frontlinesourcegroup.com/denver.html,Denver,2026-06-15
Robert Half Recruiters & Employment Agency,sample@test.com,(303) 502-5307,"1125 17th St Suite 900, Denver, CO 80202, USA",Denver,CO,HR & Staffing,8,85,https://www.roberthalf.com/us/en/locations/co-denver/1125-17th-st-ste-900?utm_source=gmb_listing&utm_medium=organic&utm_campaign=local_listing,Denver,2026-06-15
"PureHR Consulting Services, LLC",janet@purehr.net,(303) 518-9711,"mountain view, Denver, CO 80212, USA",Denver,CO,HR & Staffing,8,80,http://www.purehr.net/,Denver,2026-06-15
Omni Resources,clients@omniresources.net,(888) 882-8483,"110 16th St Mall Ste 1400 #1055, Denver, CO 80202, USA",Denver,CO,HR & Staffing,8,85,http://omniresources.net/?utm_campaign=gmb,Denver,2026-06-15
"Navigator Recruiting, LLC",scott@navigatorrecruiting.com,(720) 458-0198,"1312 17th St Unit #2423, Denver, CO 80202, USA",Denver,CO,HR & Staffing,8,80,http://navigatorrecruiting.com/pressit/contact-us/,Denver,2026-06-15
"InTandem Human Resources, LLC",info@intandemhr.com,(303) 955-7615,"650 S Cherry St #1221, Denver, CO 80246, USA",Denver,CO,HR & Staffing,8,85,http://intandemhr.com/,Denver,2026-06-15
Artisan Talent,best-of-staffing-2019-client@2x-1-e1553097508894.png,(303) 261-8588,"1630 Welton St 7th floor, Denver, CO 80202, USA",Denver,CO,HR & Staffing,8,80,https://www.artisantalent.com/denver-digital-talent-agency/,Denver,2026-06-15
The Outsource Pros,you@company.com,(713) 492-8009,"2002 Timberloch Pl #200, The Woodlands, TX 77380, USA",Houston,TX,HR & Staffing,8,85,http://theoutsourcepros.com/,Houston,2026-06-15
First Class Workforce Solutions,info@firstclassworkforce.com,(713) 957-2700,"5444 Westheimer Rd Ste 1047, Houston, TX 77056, USA",Houston,TX,HR & Staffing,8,85,https://www.firstclassworkforce.com/,Houston,2026-06-15
The Ash Group,talent@theashgroup.com,(303) 260-6478,"600 17th St UNIT 2800, Denver, CO 80202, USA",Denver,CO,HR & Staffing,8,75,http://www.theashgroup.com/,Denver,2026-06-15
TalenTrust,connections@talentrust.com,(303) 838-3334,"14143 Denver W Pkwy #100, Golden, CO 80401, USA",Denver,CO,HR & Staffing,8,85,http://www.talentrust.com/,Denver,2026-06-15
City and County of Denver Human Resources,jobs@denvergov.org,(720) 913-5627,"201 W Colfax Ave, Denver, CO 80202, USA",Denver,CO,HR & Staffing,8,85,https://denvergov.org/Government/Agencies-Departments-Offices/Agencies-Departments-Offices-Directory/Office-of-Human-Resources,Denver,2026-06-15
Human Resource Alliance Inc,dnash@hrainc.biz,(720) 495-9727,"999 S Logan St #300, Denver, CO 80209, USA",Denver,CO,HR & Staffing,8,80,http://www.hrainc.info/about-us/dexternash,Denver,2026-06-15
DMarie + Co,dana@dmarieandcompany.com,(303) 386-5787,"1800 Wazee St Ste 300, Denver, CO 80202, USA",Denver,CO,HR & Staffing,8,85,http://www.dmarieandco.com/,Denver,2026-06-15
Pinnacle Staffing Group - Wichita,phoenixstaff@pinnacle-staff.com,(316) 710-5190,"245 N Waco Ave Ste T200, Wichita, KS 67202, USA",Wichita,KS,HR & Staffing,8,85,https://www.pinnacle-staff.com/,Wichita,2026-06-15
Workforce Solutions - Cypress Station,webmaster@h-gac.com,(281) 891-2850,"FM 1960 60 #A, Houston, TX 77090, USA",Houston,TX,HR & Staffing,8,85,https://www.wrksolutions.com/find-a-career-office,Houston,2026-06-15
Integrity Resources,email@example.com,(720) 306-7963,"1500 N Grant St Ste 4427, Denver, CO 80203, USA",Denver,CO,HR & Staffing,8,85,https://www.resourcesofintegrity.net/,Denver,2026-06-15
Performance Personnel,wichitajobs@performancepersonnel.com,(316) 262-8222,"535 S Emporia St Ste 101, Wichita, KS 67202, USA",Wichita,KS,HR & Staffing,8,85,https://www.performancepersonnel.com/locations/wichita,Wichita,2026-06-15
ABLEMKR Houston,team@ablemkr.com,(713) 725-5277,"24 Greenway Plz, Houston, TX 77046, USA",Houston,TX,HR & Staffing,8,80,https://ablemkr.com/,Houston,2026-06-15
The Specialists Group LLc,info@themeansar.com,(316) 267-7375,"100 N Broadway St #200, Wichita, KS 67202, USA",Wichita,KS,HR & Staffing,8,75,https://tsgstaff.com/,Wichita,2026-06-15
Adecco Staffing,u003e@adeccogroup.com,(316) 267-3737,"356 N Rock Rd, Wichita, KS 67206, USA",Wichita,KS,HR & Staffing,8,85,https://www.adecco.com/en-us/locations/kansas/wichita/adecco-staffing-wichita-ks-adus_115788,Wichita,2026-06-15
Manpower,wichita.ks@manpower.com,(316) 462-0855,"802 E Douglas Ave, Wichita, KS 67202, USA",Wichita,KS,HR & Staffing,8,85,"https://www.manpower.com/en/about-us/locations/wichita,-ks?utm_campaign=manpowerlpm&utm_medium=organic-search&utm_source=gbp",Wichita,2026-06-15
Express Employment Professionals,jobs.wichitaksnorth@expresspros.com,(316) 858-1800,"8015 E Peachtree Ln, Wichita, KS 67207, USA",Wichita,KS,HR & Staffing,8,85,https://www.expresspros.com/us-kansas-wichita-north,Wichita,2026-06-15
PDS Tech Inc (Wichita Branch),info@adecco.de,(316) 729-1800,"11828 W Central Ave #100, Wichita, KS 67212, USA",Wichita,KS,HR & Staffing,8,80,https://www.pdstech.com/,Wichita,2026-06-15
St. Louis Agency on Training and Employment,trence.james@dhewd.mo.gov,(314) 589-8000,"2634, 1520 Market St #3050, St. Louis, MO 63103, USA",St. Louis,MO,HR & Staffing,8,85,http://stlouis-mo.gov/government/departments/slate/,St. Louis,2026-06-15
PeopleReady,1136-br@peopleready.com,(314) 776-0600,"909 S 13th St, St. Louis, MO 63103, USA",St. Louis,MO,HR & Staffing,8,85,https://www.peopleready.com/location/saint-louis-mo-1136/?utm_source=source_google_business&utm_medium=organic&utm_campaign=yext&utm_content=St.Louis_MO_1136,St. Louis,2026-06-15
"Staffing Solutions, Inc.",gethired@keystonestaffing.com,(314) 863-0333,"8012 Bonhomme Ave #200, St. Louis, MO 63105, USA",St. Louis,MO,HR & Staffing,8,75,http://www.staffingsolutionsinc.com/,St. Louis,2026-06-15
Proventus Consulting,hello@proventuslaw.com,(816) 895-8636,"811 Wyandotte St, Kansas City, MO 64105, USA",Kansas City,MO,Managed IT,8,80,https://trozzolo.com/proventus/,Kansas City,2026-06-15
Valorem Reply,info.valorem@reply.com,(816) 398-8949,"2101 Broadway Blvd #31, Kansas City, MO 64108, USA",Kansas City,MO,Managed IT,8,85,https://valoremreply.com/,Kansas City,2026-06-15
Green Net Solutions,dan@gnstech.io,(913) 285-5058,"111 W 10th St, Kansas City, MO 64105, USA",Kansas City,MO,Managed IT,8,85,http://www.gnstech.io/,Kansas City,2026-06-15
Professional Employer Resources,info@perhumanresources.com,(888) 599-4991,"500 N Maitland Ave #201, Maitland, FL 32751, USA",Houston,TX,HR & Staffing,8,85,http://www.perhumanresources.com/,Houston,2026-06-15
"Tasha Lester Consulting, Inc.",team@latofonts.com,(773) 263-0026,"100 S 4th St Ste 550, St. Louis, MO 63102, USA",St. Louis,MO,HR & Staffing,8,80,http://www.tashalester.com/,St. Louis,2026-06-15
Workplace IT - Denver,john@company.com,(720) 647-9900,"1514 Curtis Street Ste 200, Denver, CO 80202, USA",Denver,CO,Managed IT,8,85,https://workplaceit.net/,Denver,2026-06-15
Urban Medical Staffing,info@urbanmedicalstaffing.com,(281) 214-2555,"5444 Westheimer Rd #1000, Houston, TX 77056, USA",Houston,TX,HR & Staffing,8,85,https://urbanmedicalstaffing.com/,Houston,2026-06-15
AndDone,support@anddone.com,(800) 342-0991,"1055 Broadway Blvd 11th Floor, Kansas City, MO 64105, USA",Kansas City,MO,Merchant Services,8,85,https://anddone.com/,Kansas City,2026-06-15
JWS Health Consultants Inc,ultrastaff@ultrastaff.com,(713) 522-7100,"1818 N Memorial Way #200, Houston, TX 77007, USA",Houston,TX,HR & Staffing,8,75,https://www.ultrastaff.com/about.php,Houston,2026-06-15
Placement Expert USA,paul@placementexpertusa.com,(314) 326-7401,"222 S Meramec Ave Ste 202, Clayton, MO 63105, USA",St. Louis,MO,HR & Staffing,8,85,http://www.placementexpertusa.com/,St. Louis,2026-06-15
Simploy,cking@simploy.com,(314) 544-1700,"13023 Tesson Ferry Rd #105, St. Louis, MO 63128, USA",St. Louis,MO,HR & Staffing,8,85,http://simploy.com/,St. Louis,2026-06-15
TechForward IT,gooey@1x-5.8s-1920px-696px-1.gif,(720) 826-0692,"6795 E Tennessee Ave #200, Denver, CO 80224, USA",Denver,CO,Managed IT,8,85,http://techforwardit.com/,Denver,2026-06-15
Express Employment Professionals,jobs.oklahomacityoksw@expresspros.com,(405) 634-6600,"804 W I-240 Service Road Ste b, Oklahoma City, OK 73139, USA",Oklahoma City,OK,HR & Staffing,8,85,https://www.expresspros.com/us-oklahoma-oklahoma-city-southwest,Oklahoma City,2026-06-15
Houston Leasing & Management Co.,htx4leasing@gmail.com,(832) 834-5824,"3601 S Sandman St #220, Houston, TX 77098, USA",Houston,TX,HR & Staffing,8,85,http://htx4leasing.com/,Houston,2026-06-15
KARE,4872457984802816@doyoukare.com,(832) 380-8740,"448 W 19th St Ste 1124, Houston, TX 77008, USA",Houston,TX,HR & Staffing,8,85,http://doyoukare.com/,Houston,2026-06-15
The Resource Group,patrick.mccoole@theresourcegroup.com,(314) 733-8500,"4600 Edmundson Rd, St. Louis, MO 63134, USA",St. Louis,MO,HR & Staffing,8,85,http://www.theresourcegroup.com/,St. Louis,2026-06-15
Aim Staffing Inc,team@latofonts.com,(713) 975-1144,"9900 Westpark Dr, Houston, TX 77063, USA",Houston,TX,HR & Staffing,8,80,http://www.aimstaffinginc.net/,Houston,2026-06-15
Karpel Solutions,info@karpel.com,(314) 892-6300,"9717 Landmark Pkwy Dr #200, St. Louis, MO 63127, USA",St. Louis,MO,Managed IT,8,85,http://www.karpel.com/,St. Louis,2026-06-15
MANPOWER,houston.tx-galleria@manpower.com,(713) 386-1416,"10235 W Little York Rd Ste 159, Houston, TX 77040, USA",Houston,TX,HR & Staffing,8,85,"https://www.manpower.com/en/about-us/locations/houston,-tx---metro?utm_campaign=manpowerlpm&utm_medium=organic-search&utm_source=gbp",Houston,2026-06-15
Above All Personnel,team@aboveallpersonnel.com,(314) 781-6008,"2228 S Big Bend Blvd, St. Louis, MO 63117, USA",St. Louis,MO,HR & Staffing,8,85,https://www.aboveallpersonnel.com/,St. Louis,2026-06-15
Midwest Service Bureau LLC,_@astro.chmil1z1.css,(316) 263-1051,"625 W Maple St, Wichita, KS 67213, USA",Wichita,KS,Merchant Services,8,85,https://msbureau.com/,Wichita,2026-06-15
OneMain Financial,remodifications@onemainfinancial.com,(314) 752-4581,"5811 Chippewa St Ste A2, St. Louis, MO 63109, USA",St. Louis,MO,Merchant Services,8,85,https://www.onemainfinancial.com/branches/MO/Saint-Louis/63109/1050?utm_source=google&utm_medium=local&utm_campaign=google-local,St. Louis,2026-06-15
Montana Capital Bad Credit Loans,public@montana-capital.com,(316) 223-7071,"3060 S Hillside St, Wichita, KS 67216, USA",Wichita,KS,Merchant Services,8,85,https://montana-capital.com/locations/wichita-3/,Wichita,2026-06-15
"Green Lion Search Group, LLC",mmoran@greenlionsearch.com,(512) 609-8562,"108 Wild Basin Rd S Suite 250, Austin, TX 78746, USA",Austin,TX,HR & Staffing,8,80,https://www.greenlionsearch.com/,Austin,2026-06-15
Stonebridge Search,bg-hero-contact@1400x525.jpg,(512) 358-1197,"14425 Falcon Head Blvd Bldg E, Ste 100, Austin, TX 78738, USA",Austin,TX,HR & Staffing,8,80,https://stonebridgesearch.com/contact/,Austin,2026-06-15
Workforce First,cropped-theotheronesfound-logo-v3-badge@2x.png,(737) 320-4863,"515 Post Rd Dr, Austin, TX 78704, USA",Austin,TX,HR & Staffing,8,80,https://toofound.org/workforce-first,Austin,2026-06-15
Wexpand - Staffing Agency Austin,contact@wexpandmx.com,(737) 358-2130,"305 W 18th St, Austin, TX 78701, USA",Austin,TX,HR & Staffing,8,80,https://wexpandmx.com/,Austin,2026-06-15
Cure Healthcare Staffing,support@curestaffingcorp.com,(512) 572-6388,"7000 N Mopac Expy #200, Austin, TX 78731, USA",Austin,TX,HR & Staffing,8,80,http://www.curehealthcarestaffing.com/,Austin,2026-06-15
Kupplin Worldwide Staffing,apply@kupplin.com,(512) 270-6700,"8870 Business Park Dr, Austin, TX 78759, USA",Austin,TX,HR & Staffing,8,85,http://www.kupplin.com/,Austin,2026-06-15
SafeLease,flags@2x.png,(855) 657-2338,"804 N Congress Ave Ste 400, Austin, TX 78701, USA",Austin,TX,HR & Staffing,8,85,http://www.safelease.com/,Austin,2026-06-15
MANPOWER,austin.tx@manpower.com,(512) 989-8999,"12901 S I-35 Frontage Rd NB, Austin, TX 78753, USA",Austin,TX,HR & Staffing,8,85,"https://www.manpower.com/en/about-us/locations/austin,-tx?utm_campaign=manpowerlpm&utm_medium=organic-search&utm_source=gbp",Austin,2026-06-15
Apple Commercial Leasing,commercialleads@appleleasing.com,(512) 335-3273,"12205 Hunters Chase Dr Suite 110, Austin, TX 78729, USA",Austin,TX,HR & Staffing,8,85,https://www.applecommercialleasing.com/,Austin,2026-06-15
Labor Finders Austin,austin@laborfinders.com,(512) 719-4384,"2521 Rutland Dr, Austin, TX 78758, USA",Austin,TX,HR & Staffing,8,85,https://www.laborfinders.com/locations/tx/austin/21-1/,Austin,2026-06-15
Pacesetter Personnel Services,info@pps.com,(512) 477-0202,"2601 E 7th St #103, Austin, TX 78702, USA",Austin,TX,HR & Staffing,8,85,http://www.pps.com/,Austin,2026-06-15
Direct Hire Firm,info@directhirefirm.com,(210) 272-9352,"14603 Huebner Rd Building 8 Suite 105, San Antonio, TX 78230, USA",San Antonio,TX,HR & Staffing,8,80,http://www.directhirefirm.com/,San Antonio,2026-06-15
Robert Half Recruiters & Employment Agency,sample@test.com,(210) 598-6885,"8000 I-10 Suite 1008, San Antonio, TX 78230, USA",San Antonio,TX,HR & Staffing,8,85,https://www.roberthalf.com/us/en/locations/tx-san-antonio/8000-w-ih-10?utm_source=gmb_listing&utm_medium=organic&utm_campaign=local_listing,San Antonio,2026-06-15
DEI Recruiting and Consulting,info@deirecruitingandconsulting.com,(214) 390-2828,"2919 Commerce St #475, Dallas, TX 75226, USA",Dallas,TX,HR & Staffing,8,85,https://deirecruitingandconsulting.com/,Dallas-Fort Worth,2026-06-15
Lone Star PEO,tnewton@lonestarpeo.com,(210) 496-7827,"17115 San Pedro Ave #250, San Antonio, TX 78232, USA",San Antonio,TX,HR & Staffing,8,80,http://lonestarpeo.com/contact-us/,San Antonio,2026-06-15
Frontline Source Group,corporate@frtline.com,(210) 696-5627,"9901 I-10 Frontage Rd, San Antonio, TX 78230, USA",San Antonio,TX,HR & Staffing,8,85,https://www.frontlinesourcegroup.com/san-antonio.html,San Antonio,2026-06-15
Pinnacle PEO,info@pinnaclepeo.com,(866) 344-4477,"9311 San Pedro Ave #700, San Antonio, TX 78216, USA",San Antonio,TX,HR & Staffing,8,75,http://pinnaclepeo.com/,San Antonio,2026-06-15
Workforce Solutions Alamo (Admin Office),icon-find-a-job@2x.png,(210) 272-3260,"Inspire Downtown, 100 N Santa Rosa St STE 120, San Antonio, TX 78207, USA",San Antonio,TX,HR & Staffing,8,85,http://www.workforcesolutionsalamo.org/,San Antonio,2026-06-15
Workforce Solutions Alamo Career Center - S. Flores,icon-find-a-job@2x.png,(210) 928-3985,"6723 S Flores St #100, San Antonio, TX 78221, USA",San Antonio,TX,HR & Staffing,8,85,http://www.workforcesolutionsalamo.org/,San Antonio,2026-06-15
Malone Workforce Solutions,hr@malonesolutions.com,(210) 569-0382,"1231 SW Military Dr, San Antonio, TX 78221, USA",San Antonio,TX,HR & Staffing,8,85,http://www.malonesolutions.com/?utm_source=gmb&utm_medium=yext,San Antonio,2026-06-15
HireQuest Direct of San Antonio - Central,stephen@hirequestinternational.com,(210) 320-2323,"8460 Fredericksburg Rd, San Antonio, TX 78229, USA",San Antonio,TX,HR & Staffing,8,85,http://hirequest.com/,San Antonio,2026-06-15
Pulse Staffing,info@pulsestaffing.com,(210) 298-2345,"7800 I-10 #622, San Antonio, TX 78230, USA",San Antonio,TX,HR & Staffing,8,85,http://www.pulsestaffing.com/,San Antonio,2026-06-15
MANPOWER,sanantonio.tx-downtown@manpower.com,(210) 734-7300,"84 NE Interstate 410 Loop Fl 2, San Antonio, TX 78216, USA",San Antonio,TX,HR & Staffing,8,85,"https://www.manpower.com/en/about-us/locations/san-antonio,-tx---downtown?utm_campaign=manpowerlpm&utm_medium=organic-search&utm_source=gbp",San Antonio,2026-06-15
Provenir Healthcare,info@provenirusa.com,(210) 479-3444,"5723 University Heights Blvd #123, San Antonio, TX 78249, USA",San Antonio,TX,HR & Staffing,8,75,https://www.provenirhealthcare.com/,San Antonio,2026-06-15
PeopleReady,1182-br@peopleready.com,(210) 212-5588,"1840 S General McMullen Dr Suite 107, San Antonio, TX 78226, USA",San Antonio,TX,HR & Staffing,8,85,https://www.peopleready.com/location/san-antonio-tx-1182/?utm_source=source_google_business&utm_medium=organic&utm_campaign=yext&utm_content=SanAntonio_TX_1182,San Antonio,2026-06-15
LaborMax Staffing - San Antonio (Anytime Labor - San Antonio LLC),hr@labormaxstaffing.com,(210) 310-3094,"1323 NE Interstate 410 Loop, San Antonio, TX 78232, USA",San Antonio,TX,HR & Staffing,8,85,http://www.labormax.net/,San Antonio,2026-06-15
Labor Finders San Antonio,sanantoniowest@laborfinders.com,(210) 590-1242,"2029 Austin Hwy, San Antonio, TX 78218, USA",San Antonio,TX,HR & Staffing,8,85,https://www.laborfinders.com/locations/tx/san-antonio-west/21-20/,San Antonio,2026-06-15
Labor on Demand Inc,inquiry@laborondemand.com,(210) 736-1400,"851 Culebra Rd, San Antonio, TX 78201, USA",San Antonio,TX,HR & Staffing,8,85,https://laborondemand.com/,San Antonio,2026-06-15
PeopleReady,1173-br@peopleready.com,(405) 524-1388,"145 NE 23rd St, Oklahoma City, OK 73105, USA",Oklahoma City,OK,HR & Staffing,8,85,https://www.peopleready.com/location/oklahoma-city-ok-1173/?utm_source=source_google_business&utm_medium=organic&utm_campaign=yext&utm_content=OklahomaCity_OK_1173,Oklahoma City,2026-06-15
Labor Finders Oklahoma City,acworth@laborfinders.com,(405) 634-2900,"309 SW 59th St #302, Oklahoma City, OK 73109, USA",Oklahoma City,OK,HR & Staffing,8,85,http://www.laborfinders.com/office-locator/office-details/3/2,Oklahoma City,2026-06-15
Ncite Partners,recruiting@ncitepartners.com,(405) 446-8844,"1106 NW 44th St, Oklahoma City, OK 73118, USA",Oklahoma City,OK,HR & Staffing,8,85,http://www.ncitepartners.com/,Oklahoma City,2026-06-15
"Motion Recruitment, a Kelly Company",accessibility@motionrp.com,(602) 393-2900,"1 N Central Ave Ste 880, Phoenix, AZ 85004, USA",Phoenix,AZ,HR & Staffing,8,85,https://motionrecruitment.com/about/locations/phoenix-it-staffing-recruiting?utm_source=google-business&utm_medium=organic&utm_campaign=phoenix,Phoenix,2026-06-15
PEO Brokers Group,inforequest@probrokersgroup.com,(405) 810-9355,"16208 Sonoma Park Dr, Edmond, OK 73013, USA",Oklahoma City,OK,HR & Staffing,8,85,http://www.peobrokersgroup.com/,Oklahoma City,2026-06-15
OKLAHOMA Public Employees Association,info@opea.org,(405) 524-6764,"3700 N Classen Blvd, Oklahoma City, OK 73118, USA",Oklahoma City,OK,HR & Staffing,8,85,http://opea.org/,Oklahoma City,2026-06-15
COWIB (Central Oklahoma Workforce Innovation Board),cowib@cowib.org,(405) 622-2026,"3813 N Santa Fe Ave #135, Oklahoma City, OK 73118, USA",Oklahoma City,OK,HR & Staffing,8,85,https://cowib.org/,Oklahoma City,2026-06-15
Professional Rehabilitation Office | Career Planning Center,info@okdrs.gov,(405) 635-2750,"5813 S Robinson Ave, Oklahoma City, OK 73109, USA",Oklahoma City,OK,HR & Staffing,8,85,https://oklahoma.gov/okdrs/job-seekers/drs-programs/cpc.html,Oklahoma City,2026-06-15
Frontline Source Group,phoenix.staffing@frtline.com,(602) 281-6591,"2415 E Camelback Rd #701, Phoenix, AZ 85016, USA",Phoenix,AZ,HR & Staffing,8,85,https://www.frontlinesourcegroup.com/phoenix.html,Phoenix,2026-06-15
Scion Staffing,close_side_menu@2x.png,(602) 837-2331,"Two North Central Ave 18th Floor, Phoenix, AZ 85004, USA",Phoenix,AZ,HR & Staffing,8,80,https://scionstaffing.com/staffing-phoenix/,Phoenix,2026-06-15
AZ Staffing Partners powered by AZ Event Connect,info@azeventconnect.com,(602) 456-1223,"515 E Grant St Ste 150, Phoenix, AZ 85004, USA",Phoenix,AZ,HR & Staffing,8,85,http://www.azstaffingpartners.com/,Phoenix,2026-06-15
"Quality Labor Management LLC, Oklahoma City",info@myqlm.com,(918) 205-4225,"2518 N Moore Ave, Moore, OK 73160, USA",Oklahoma City,OK,HR & Staffing,8,85,http://www.myqlm.com/,Oklahoma City,2026-06-15
Staff Zone,info@staffzone.com,(405) 900-5222,"6002 S Western Ave, Oklahoma City, OK 73139, USA",Oklahoma City,OK,HR & Staffing,8,85,http://staffzone.com/,Oklahoma City,2026-06-15
HireQuest Direct,hr@hirequest.com,(405) 605-8222,"432 SW 59th St Ste 200, Oklahoma City, OK 73109, USA",Oklahoma City,OK,HR & Staffing,8,85,http://hirequestdirect.com/,Oklahoma City,2026-06-15
Elite Workforce Management,chris@eliteonpremise.com,(580) 272-6790,"2124 B St, Ada, OK 74820, USA",Oklahoma City,OK,HR & Staffing,8,80,http://www.eliteonpremise.com/,Oklahoma City,2026-06-15
HR Wise llc,cshepherd@hrwisellc.com,(855) 353-1035,"8399 E Indian School Rd #102, Scottsdale, AZ 85251, USA",Phoenix,AZ,HR & Staffing,8,85,http://www.hrwisellc.com/,Phoenix,2026-06-15
Infiniti HR,chosen-sprite@2x.png,(301) 260-1030,"6263 N Scottsdale Rd #143, Scottsdale, AZ 85250, USA",Phoenix,AZ,HR & Staffing,8,80,http://infinitihr.com/,Phoenix,2026-06-15
